"Venda_ID","Data da Venda","Quantidade","Preço Unitário","Cliente_ID","customer_name","Género","Idade","Cidade","Produto_ID","product_name","Categoria","Cor","Tamanho","Preço","Custo_Aquisição","Loja_ID","store_name","Região","store_city","Tipo"
11105,"2016-11-13 08:27:14",8,737.23,751,Noah Melo,F,60,Viana do Castelo,246,Dolores,Calçado,Preto,"38",67.3,25.07,1,Loja Borges S.A.,Centro,Leiria,Online
11106,"2019-04-08 09:25:20",2,423.88,77,Leonor Barros-Martins,M,34,Vila do Porto,982,Quis,Calçado,Roxo,"39",71.31,37.22,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11107,"2021-05-03 07:15:22",39,44.97,719,Carolina Machado,M,47,Funchal,678,Cumque,Calçado,Verde,"43",21.38,28.56,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11108,"2023-08-11 05:50:25",16,366.09,605,Ivan Valente,F,24,Castro Marim,930,Ex,Roupas,Preto,XS,68.72,30.77,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11109,"2014-03-05 01:18:18",65,181.66,380,Luís Silva,M,26,Vila do Bispo,859,Explicabo,Roupas,Cinzento,XXL,55.73,29.8,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11110,"2014-05-17 05:38:22",75,272.55,13,Nair Teixeira,M,68,Mértola,330,Reiciendis,Roupas,Roxo,L,60.98,29.16,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11111,"2018-06-07 21:55:06",36,905.09,138,Juliana Lopes,M,29,Paços de Ferreira,853,Quidem,Roupas,Vermelho,XXL,25.49,31.71,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11112,"2018-09-30 05:57:26",2,409.37,494,Kelly Leal,M,68,Vila do Bispo,89,Deserunt,Calçado,Cinzento,"37",40.16,10.3,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11113,"2024-04-03 07:44:12",3,64.97,288,Débora Rocha-Miranda,F,18,Castelo Branco,519,Repellat,Roupas,Cinzento,XS,20.87,29.23,1,Loja Borges S.A.,Centro,Leiria,Online
11114,"2015-09-22 00:12:54",71,760.06,792,Emma Ferreira,M,52,Vale de Cambra,957,Aspernatur,Calçado,Rosa,"39",74.55,31.93,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11115,"2018-05-13 19:20:28",50,345.9,529,Camila Tavares,F,62,Lisboa,488,Iste,Calçado,Azul,"39",31.43,20.02,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11116,"2016-07-12 03:21:43",89,901.68,827,Margarida Tavares,F,18,Amadora,785,Corporis,Calçado,Roxo,"45",27.98,22.84,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11117,"2024-01-03 23:31:22",55,672.74,968,Pilar Almeida-Vaz,M,66,Braga,31,Veritatis,Roupas,Verde,M,93.96,47.52,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11118,"2018-07-04 06:05:47",42,62.65,460,Érica do Castro,F,28,Funchal,1,Qui,Roupas,Verde,XS,71.3,17.39,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11119,"2016-02-24 12:40:42",95,581.51,704,Vera Fernandes,F,21,Faro,901,Mollitia,Roupas,Laranja,S,88.98,43.47,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11120,"2021-06-29 02:26:35",94,75.17,125,Joel do Gaspar,F,35,Ponta Delgada,312,Consectetur,Calçado,Verde,"44",49.57,44.51,1,Loja Borges S.A.,Centro,Leiria,Online
11121,"2023-10-19 02:38:51",73,428.23,797,Rúben Martins,F,62,Beja,420,Illum,Calçado,Azul,"44",22.07,32.52,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11122,"2017-07-22 22:09:36",73,462.29,478,Filipe Lourenço,M,55,Almada,963,Nesciunt,Calçado,Vermelho,"37",95.64,12.16,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11123,"2021-03-20 19:33:03",50,773.53,591,Lara Vicente,F,70,São Brás de Alportel,954,Repudiandae,Calçado,Vermelho,"37",62.2,49.68,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11124,"2019-04-25 08:17:15",65,950.91,131,Nádia Branco,F,44,Vidigueira,569,Aperiam,Calçado,Vermelho,"37",96.03,31.18,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11125,"2020-08-05 18:18:28",48,94.26,110,Emília Vicente,F,47,Lisboa,11,Sint,Calçado,Laranja,"44",69.23,34.76,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11126,"2016-07-11 21:34:43",10,971.74,97,Miriam Moreira,M,24,Vila do Corvo,50,Facere,Roupas,Rosa,XL,68.09,34.05,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11127,"2016-01-18 08:08:34",8,477.3,506,Gil Almeida,F,40,Tavira,133,Veritatis,Roupas,Azul,M,93.9,43.46,1,Loja Borges S.A.,Centro,Leiria,Online
11128,"2019-04-06 12:02:39",77,416.92,583,Laura Jesus,F,64,Vila Viçosa,593,Adipisci,Roupas,Roxo,XXL,37.54,27.52,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11129,"2022-02-03 03:15:57",59,446.15,744,Alice do Leite,M,32,Santiago do Cacém,851,Enim,Calçado,Laranja,"44",80.05,38.53,1,Loja Borges S.A.,Centro,Leiria,Online
11130,"2016-02-10 07:27:10",83,759.16,718,Tomé Leal,M,52,Vila Viçosa,764,Veniam,Roupas,Cinzento,M,64.99,44.8,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11131,"2019-01-09 01:16:16",34,639.1,166,Micael Castro,F,45,Palmela,378,Quo,Calçado,Vermelho,"38",22.38,43.1,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11132,"2024-05-25 02:23:15",38,346.35,477,Luísa Pereira,F,21,Olhão,282,Omnis,Calçado,Cinzento,"40",71.39,27.2,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11133,"2014-09-12 07:53:41",64,818.15,891,Matias Ramos,F,57,Monchique,909,Dolore,Roupas,Azul,L,61.37,39.23,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11134,"2017-09-14 09:49:06",36,621.86,186,Constança Borges,M,31,Braga,823,Totam,Calçado,Preto,"44",98.88,14.74,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11135,"2023-02-15 02:51:16",27,259.33,461,Artur Morais,M,33,Mondim de Basto,453,Itaque,Calçado,Roxo,"37",83.64,39.23,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11136,"2022-06-24 07:57:35",43,620.12,906,Gonçalo de Pacheco,M,37,Olhão,780,Ea,Calçado,Amarelo,"35",72.41,46.34,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11137,"2014-08-13 12:55:59",35,666.08,364,Madalena Neto,M,60,Cuba,256,Voluptate,Calçado,Vermelho,"45",65.02,26.47,1,Loja Borges S.A.,Centro,Leiria,Online
11138,"2016-08-19 10:50:36",4,750.47,483,Luna Amorim,M,59,Moita,418,Optio,Roupas,Amarelo,XL,33.5,17.49,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11139,"2024-09-23 19:30:17",40,172.99,198,Kévim Pereira,M,46,Santiago do Cacém,130,Laboriosam,Roupas,Preto,XXL,63.49,48.84,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11140,"2018-06-14 11:47:45",97,319.54,853,Victória Ribeiro,M,52,Horta,268,Voluptas,Calçado,Verde,"45",87.48,45.76,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11141,"2018-02-07 19:12:45",78,45.39,467,Lara Pacheco,M,68,Fátima,868,Nesciunt,Calçado,Amarelo,"44",76.19,15.97,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11142,"2022-07-16 08:33:54",36,65.65,758,Lourenço Moura,M,45,Loures,737,Repellendus,Roupas,Laranja,XS,77.92,33.19,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11143,"2018-06-04 21:04:59",91,506.08,94,Jaime Magalhães,M,67,Setúbal,540,Nulla,Calçado,Preto,"41",55.37,44.16,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11144,"2022-03-26 21:03:53",30,852.22,279,Salvador Pinheiro-Fonseca,F,57,Montalegre,476,Eligendi,Calçado,Cinzento,"37",64.24,34.55,1,Loja Borges S.A.,Centro,Leiria,Online
11145,"2021-12-28 12:39:26",57,429.98,723,Luca de Pires,F,46,Alcobaça,641,Maiores,Calçado,Cinzento,"36",27.28,46.85,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11146,"2021-02-06 10:25:07",70,50.19,352,Lia Reis,F,36,Sintra,878,Dolorem,Calçado,Preto,"40",72.04,10.14,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11147,"2023-09-22 11:28:50",60,664.43,829,Luna Barros,M,38,Vieira do Minho,75,Veritatis,Calçado,Amarelo,"45",34.29,47.09,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11148,"2021-11-20 05:01:01",93,305.78,71,Edgar Azevedo,M,65,Póvoa de Lanhoso,764,Veniam,Roupas,Cinzento,M,64.99,44.8,1,Loja Borges S.A.,Centro,Leiria,Online
11149,"2021-06-13 01:45:39",35,850.68,361,Diana Cunha,F,53,Azambuja,463,Pariatur,Calçado,Laranja,"39",79.49,12.29,1,Loja Borges S.A.,Centro,Leiria,Online
11150,"2020-12-04 23:26:08",69,244.25,151,Isabel Antunes-Gonçalves,M,53,Arruda dos Vinhos,357,Quasi,Roupas,Laranja,XS,75.15,43.01,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11151,"2016-09-04 02:40:55",55,680.65,558,Ricardo Almeida-Miranda,F,49,Amadora,230,Magni,Roupas,Cinzento,S,34.53,20.53,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11152,"2021-08-19 16:52:22",78,554.32,280,Beatriz Reis,F,59,Castro Daire,688,Ipsa,Calçado,Amarelo,"40",91.74,14.17,1,Loja Borges S.A.,Centro,Leiria,Online
11153,"2014-06-25 23:06:49",38,505.53,949,Micael Baptista-Ramos,F,46,Vila do Corvo,102,Ad,Calçado,Laranja,"40",76.15,19.95,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11154,"2021-02-02 23:30:04",54,324.66,309,Rafaela Rocha-Coelho,M,18,Cadaval,327,Consequuntur,Roupas,Amarelo,XXL,29.08,32.97,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11155,"2024-02-27 03:05:15",6,94.48,733,Lia Fernandes,M,46,Velas,644,Ut,Calçado,Roxo,"39",54.21,13.06,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11156,"2024-03-19 01:28:22",18,791.07,772,Nicole-Mara Freitas,F,52,Covilhã,144,Laborum,Roupas,Verde,L,39.45,29.24,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11157,"2016-08-29 04:40:18",31,531.91,569,Bruna Gomes,F,33,Aljezur,908,Animi,Calçado,Verde,"39",32.44,37.66,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11158,"2019-06-01 07:24:03",26,378.85,470,Victória Sá,F,45,Santa Cruz da Graciosa,509,Adipisci,Roupas,Verde,XL,67.18,46.5,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11159,"2018-02-10 23:01:38",61,327.79,598,Rui Assunção,M,44,Oliveira do Hospital,675,Id,Calçado,Laranja,"43",45.7,40.66,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11160,"2018-11-11 01:32:30",11,808.09,383,Lourenço Amaral,M,59,Vila Pouca de Aguiar,50,Facere,Roupas,Rosa,XL,68.09,34.05,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11161,"2023-12-07 13:49:33",33,170.23,586,David Santos-Cardoso,F,65,Vila Nova de Poiares,669,Explicabo,Calçado,Verde,"43",30.22,40.02,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11162,"2021-06-12 09:44:46",24,824.5,234,Lara-Eva Matos,F,32,Murtosa,515,Voluptatem,Roupas,Cinzento,M,77.82,30.77,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11163,"2023-08-07 11:09:08",64,83.19,485,Gabriela Antunes,M,45,Fafe,296,Corporis,Roupas,Amarelo,L,60.52,42.34,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11164,"2021-01-07 11:48:32",33,565.85,560,Vitória-Constança Castro,F,49,Terras de Bouro,436,Nobis,Roupas,Vermelho,XXL,28.89,16.95,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11165,"2023-01-13 04:29:17",23,867.25,788,Soraia Garcia,F,41,Oliveira de Azeméis,992,Magni,Calçado,Laranja,"37",35.29,20.64,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11166,"2017-10-24 10:10:17",69,114.66,94,Jaime Magalhães,M,67,Setúbal,275,Id,Calçado,Branco,"41",51.11,42.46,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11167,"2018-07-27 14:33:49",55,445.36,849,Joel Neves,F,33,Alcochete,879,Quod,Roupas,Rosa,XXL,87.2,34.93,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11168,"2022-01-03 19:21:34",74,350.59,159,Cristiano Barros,F,31,Oliveira do Hospital,19,Repudiandae,Calçado,Vermelho,"35",42.25,43.72,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11169,"2016-12-21 19:30:53",61,520.39,371,Leonardo Henriques,F,18,Vizela,886,Aliquid,Roupas,Azul,XL,74.61,33.33,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11170,"2020-01-02 18:43:41",81,119.09,254,Helena Ramos,M,27,Odemira,267,Recusandae,Calçado,Rosa,"38",21.02,42.81,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11171,"2022-04-25 14:23:53",75,546.89,169,Vítor Cardoso,M,52,Castro Marim,900,Sed,Roupas,Vermelho,XL,73.32,23.45,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11172,"2019-02-16 23:13:47",29,281.3,660,Dinis Matias,F,43,Funchal,652,Quaerat,Roupas,Amarelo,XXL,58.48,20.66,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11173,"2019-09-10 23:00:19",25,282.11,836,Benedita Amaral,F,62,Lisboa,587,Dolores,Calçado,Roxo,"42",28.63,20.05,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11174,"2014-09-18 07:58:14",85,276.85,763,Mariana Maia,F,69,Ansião,628,Eius,Roupas,Branco,L,29.73,21.83,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11175,"2015-03-07 02:52:42",91,899.89,473,Rafaela Maia,M,61,Pedrógão Grande,156,Ratione,Roupas,Preto,XS,57.77,22.59,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11176,"2022-09-24 23:28:26",93,211.05,93,Hugo da Rocha,F,51,Monchique,278,In,Roupas,Verde,M,90.79,49.93,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11177,"2019-01-02 07:30:23",75,400.05,365,Vítor Andrade,F,46,Loures,735,Minima,Calçado,Amarelo,"35",92.73,20.78,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11178,"2022-12-16 16:37:54",2,45.53,36,Ângelo Correia,M,61,Vila Franca do Campo,273,Consequatur,Roupas,Preto,XS,38.28,49.87,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11179,"2024-03-09 11:51:12",49,959.75,230,Gaspar Silva,F,42,Vila Viçosa,905,Incidunt,Calçado,Rosa,"42",95.57,44.31,1,Loja Borges S.A.,Centro,Leiria,Online
11180,"2014-11-13 00:22:42",79,896.52,991,Francisca Freitas,F,36,Esposende,634,Eaque,Roupas,Verde,XS,79.54,28.19,1,Loja Borges S.A.,Centro,Leiria,Online
11181,"2017-06-07 14:37:28",70,654.53,829,Luna Barros,M,38,Vieira do Minho,286,Maxime,Calçado,Roxo,"40",62.8,45.29,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11182,"2019-08-06 20:04:06",8,964.53,844,Lucas Borges-Leite,M,44,Ponte de Sor,148,Aperiam,Roupas,Azul,XXL,65.72,12.36,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11183,"2018-12-20 18:03:54",92,897.01,966,Gil Figueiredo,F,54,Tábua,396,Dolorum,Roupas,Amarelo,XXL,82.13,38.63,1,Loja Borges S.A.,Centro,Leiria,Online
11184,"2021-10-10 12:56:41",41,490.22,215,Vítor Soares,M,26,Lajes do Pico,388,Fuga,Roupas,Laranja,M,69.59,18.0,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11185,"2022-01-03 19:38:36",71,39.03,577,Duarte Brito-Pinto,M,69,Angra do Heroísmo,261,Consequuntur,Calçado,Azul,"41",34.34,30.63,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11186,"2016-06-27 10:15:29",54,238.23,801,Bárbara Brito,M,29,Loulé,98,Et,Calçado,Roxo,"36",88.45,14.66,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11187,"2021-06-01 15:24:55",54,600.96,908,Jorge Amaral,F,47,Tábua,18,Dolores,Roupas,Laranja,L,44.25,18.38,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11188,"2021-05-19 18:11:59",11,105.07,639,Patrícia-Carlota Freitas,F,25,Azambuja,100,Provident,Roupas,Laranja,M,87.45,40.77,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11189,"2020-10-03 07:52:47",61,373.26,645,Gabriel Amorim-Barbosa,F,61,São Brás de Alportel,945,Omnis,Roupas,Branco,S,75.94,11.07,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11190,"2018-01-16 20:26:36",81,291.77,652,Fabiana Mendes,F,51,Oliveira do Hospital,922,Quisquam,Calçado,Vermelho,"44",36.01,25.54,1,Loja Borges S.A.,Centro,Leiria,Online
11191,"2014-05-22 12:46:41",91,542.4,285,Naiara-Sara Marques,F,23,Lagoa,979,Molestias,Calçado,Verde,"40",44.4,22.83,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11192,"2018-09-24 04:56:15",52,378.79,625,Sofia do Paiva,F,52,Santa Cruz das Flores,804,Error,Calçado,Roxo,"37",43.84,27.18,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11193,"2024-03-24 15:22:58",97,116.35,63,Erika do Borges,F,20,Vila Franca do Campo,987,Odio,Roupas,Verde,M,90.18,43.53,1,Loja Borges S.A.,Centro,Leiria,Online
11194,"2018-01-07 00:00:09",62,212.06,894,Lorena Baptista,M,66,Odivelas,976,At,Roupas,Rosa,XXL,29.91,40.67,1,Loja Borges S.A.,Centro,Leiria,Online
11195,"2016-02-26 11:05:30",21,524.38,191,Isabel Jesus,M,49,Vila Franca de Xira,735,Minima,Calçado,Amarelo,"35",92.73,20.78,1,Loja Borges S.A.,Centro,Leiria,Online
11196,"2017-03-20 19:39:28",14,458.14,797,Rúben Martins,F,62,Beja,32,Ut,Calçado,Azul,"39",82.75,30.22,1,Loja Borges S.A.,Centro,Leiria,Online
11197,"2020-11-02 09:28:16",32,793.02,126,Bernardo Reis,M,40,Ponte de Sor,976,At,Roupas,Rosa,XXL,29.91,40.67,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11198,"2016-06-17 10:12:53",93,811.11,165,Nádia Oliveira,F,32,Beja,703,Saepe,Roupas,Rosa,S,94.54,32.86,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11199,"2023-06-11 10:44:23",10,106.29,375,Mia Marques,F,63,Castro Marim,524,Et,Roupas,Vermelho,L,63.17,47.96,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11200,"2021-10-22 08:35:35",91,819.38,880,Isaac Fernandes-Matias,M,40,Silves,49,Esse,Roupas,Amarelo,XS,60.69,32.91,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11201,"2020-02-08 03:00:54",83,630.58,917,Nelson Pinheiro,F,44,Lagoa,157,Eaque,Roupas,Laranja,S,62.33,29.77,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11202,"2020-07-02 12:39:33",69,257.87,861,Valentina da Correia,F,24,Silves,808,Ipsum,Roupas,Amarelo,M,34.27,19.93,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11203,"2019-05-19 05:55:35",100,7.12,446,Sérgio Pereira,F,22,Vila Real de Santo António,124,Corporis,Calçado,Vermelho,"41",43.71,12.52,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11204,"2022-12-18 14:43:34",41,490.13,531,Iara Pinto,F,52,Redondo,754,Accusantium,Roupas,Vermelho,XS,59.26,13.17,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11205,"2020-01-31 05:04:39",61,420.41,687,Luísa Henriques,F,24,Estremoz,297,Doloribus,Roupas,Verde,M,47.14,30.39,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11206,"2014-04-10 04:42:41",40,680.43,961,Afonso Abreu,M,22,Sousel,902,Perferendis,Roupas,Amarelo,XL,94.73,35.33,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11207,"2014-11-08 07:53:07",28,13.04,721,Luísa Lourenço,F,39,Moura,159,Consectetur,Calçado,Roxo,"39",36.17,28.25,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11208,"2017-12-31 08:34:09",81,759.73,876,César de Antunes,F,68,Ferreira do Alentejo,123,Eaque,Roupas,Preto,XL,61.33,10.47,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11209,"2023-12-09 10:50:59",12,101.62,974,Maria Tavares,F,46,Alcochete,501,Fuga,Roupas,Amarelo,L,58.16,26.46,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11210,"2020-01-16 04:03:33",32,733.99,949,Micael Baptista-Ramos,F,46,Vila do Corvo,153,Quidem,Roupas,Vermelho,M,67.34,38.35,1,Loja Borges S.A.,Centro,Leiria,Online
11211,"2017-01-29 16:34:28",4,650.7,667,Enzo do Magalhães,F,42,Setúbal,680,Natus,Calçado,Azul,"40",79.17,39.27,1,Loja Borges S.A.,Centro,Leiria,Online
11212,"2017-03-03 04:13:31",79,930.12,387,Tiago Araújo,M,32,Velas,722,Quibusdam,Roupas,Vermelho,XS,26.58,39.63,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11213,"2018-06-03 17:41:04",69,723.53,915,Rita Macedo-Henriques,M,52,Ponte da Barca,794,Neque,Roupas,Amarelo,S,44.15,11.83,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11214,"2017-01-27 03:15:16",70,319.52,703,Violeta Correia,F,63,Guimarães,396,Dolorum,Roupas,Amarelo,XXL,82.13,38.63,1,Loja Borges S.A.,Centro,Leiria,Online
11215,"2016-08-20 20:13:35",72,856.27,686,Rita Jesus,F,56,Coimbra,105,Unde,Calçado,Rosa,"38",67.79,26.47,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11216,"2018-07-02 22:13:31",24,158.14,834,Jaime Carneiro,M,67,Braga,583,Exercitationem,Calçado,Vermelho,"44",75.98,28.53,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11217,"2020-11-26 11:10:18",70,108.73,43,Lúcia Paiva,M,25,Barreiro,520,Porro,Roupas,Cinzento,L,53.2,10.77,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11218,"2020-06-12 00:56:17",70,540.33,760,Débora-Bárbara Fernandes,F,23,Almodôvar,318,Aspernatur,Calçado,Roxo,"40",78.86,17.0,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11219,"2017-03-25 08:13:32",83,172.43,542,Érica Soares,F,66,Loures,282,Omnis,Calçado,Cinzento,"40",71.39,27.2,1,Loja Borges S.A.,Centro,Leiria,Online
11220,"2024-06-03 00:11:48",79,288.45,741,Leonor Barbosa-Campos,F,64,Mértola,439,Qui,Roupas,Vermelho,S,97.55,13.21,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11221,"2020-01-27 23:33:10",18,275.1,216,Afonso Antunes,M,28,Lajes das Flores,439,Qui,Roupas,Vermelho,S,97.55,13.21,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11222,"2024-02-02 01:23:31",97,565.18,66,Beatriz da Campos,M,56,Lourinhã,56,Placeat,Calçado,Cinzento,"36",47.17,37.98,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11223,"2024-12-19 00:24:59",49,628.62,192,Marcos Almeida,F,70,Espinho,526,Fuga,Calçado,Laranja,"41",51.52,45.13,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11224,"2024-12-24 02:34:43",46,169.29,63,Erika do Borges,F,20,Vila Franca do Campo,354,Velit,Calçado,Verde,"41",82.59,21.94,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11225,"2014-03-15 06:09:38",61,232.12,732,Salvador Gomes,F,43,Trofa,396,Dolorum,Roupas,Amarelo,XXL,82.13,38.63,1,Loja Borges S.A.,Centro,Leiria,Online
11226,"2018-04-09 10:25:04",63,266.88,686,Rita Jesus,F,56,Coimbra,584,Quia,Roupas,Rosa,XL,79.36,18.51,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11227,"2022-09-27 03:41:22",97,299.55,165,Nádia Oliveira,F,32,Beja,263,Sunt,Calçado,Preto,"40",73.3,47.06,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11228,"2021-05-08 13:11:52",20,200.57,741,Leonor Barbosa-Campos,F,64,Mértola,441,Voluptatem,Calçado,Amarelo,"39",39.89,30.28,1,Loja Borges S.A.,Centro,Leiria,Online
11229,"2015-02-15 05:06:38",71,131.44,70,César Batista,F,23,Sintra,204,Eveniet,Calçado,Cinzento,"39",88.09,31.64,1,Loja Borges S.A.,Centro,Leiria,Online
11230,"2014-04-09 18:17:48",48,42.89,319,António Castro-Sá,F,54,Mértola,665,Blanditiis,Roupas,Vermelho,XXL,85.17,20.56,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11231,"2021-01-16 00:55:51",84,461.69,661,Joana Soares,F,68,Santa Cruz da Graciosa,120,At,Roupas,Preto,M,33.73,18.95,1,Loja Borges S.A.,Centro,Leiria,Online
11232,"2023-07-31 06:13:48",41,693.12,604,Cláudio da Costa,F,56,Olhão,651,Optio,Calçado,Laranja,"36",82.03,13.68,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
11233,"2019-05-21 20:08:02",31,825.2,72,Mateus Amaral,M,44,Portel,535,Sequi,Calçado,Preto,"35",67.29,38.12,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
11234,"2021-01-31 20:40:46",44,441.49,209,Erica Silva,F,24,Alvito,247,Exercitationem,Calçado,Vermelho,"43",33.46,23.9,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
11235,"2021-03-16 05:48:16",98,481.54,98,Renata Moura,F,19,Penamacor,643,Laudantium,Calçado,Laranja,"44",76.08,31.31,2,Loja Ramos Lda.,Algarve,Lagoa,Física
11236,"2019-12-04 02:32:49",50,58.31,965,Bryan Faria,F,53,Oliveira do Hospital,433,Ad,Calçado,Azul,"40",77.65,30.86,1,Loja Borges S.A.,Centro,Leiria,Online
